jahr;foerderungswerber;foerderungsart;medium;mediumtyp;gesetzlichegrundlage;foerderungsbetrag;"1. Teilbetrag";"2. Teilbetrag";grundbetrag;zusatzfoerderungen;redaktionsstatut;fehlermanagementsystem;"qualitätssicherungssystem";frauenfoerderplaene;"inhaltsvielfaltfoerderung";regional;international;status;ablehnungsgrund
"2024/1";"Profil Redaktion GmbH";"Journalismus-Förderung";Profil;Wochenzeitung;"2. Abschnitt: § 6 QJF-G";"251007,41";;;"179291,01";"71716,40";;;;;;;;abgeschlossen;
"2024/1";"Mediengruppe ""Österreich"" GmbH";"Journalismus-Förderung";Reiselust;Magazin;"2. Abschnitt: § 6 QJF-G";;;;;;;;;;;;;"Förderung abgelehnt";
"2024/1";"STANDARD Verlagsgesellschaft m.b.H";"Journalismus-Förderung";RONDO;Wochenzeitung;"2. Abschnitt: § 6 QJF-G";;;;;;;;;;;;;"Förderung abgelehnt";
"2024/1";"Oberländer Rundschau GmbH";"Journalismus-Förderung";Rundschau;Wochenzeitung;"2. Abschnitt: § 6 QJF-G";"102649,11";;;"93317,37";"9331,74";;;;;;;;abgeschlossen;
"2024/1";"Ordinariat der Erzdiözese Salzburg";"Journalismus-Förderung";Rupertusblatt;Wochenzeitung;"2. Abschnitt: § 6 QJF-G";"27668,82";;;"27668,82";;;;;;;;;abgeschlossen;
"2024/1";"RZ Regionalzeitungs GmbH";"Journalismus-Förderung";"RZ Regionalzeitungen";Wochenzeitung;"2. Abschnitt: § 6 QJF-G";"54484,59";;;"41911,22";"12573,37";;;;;;;;abgeschlossen;
"2024/1";"Salzburger Nachrichten Medien GmbH & Co.KG";"Journalismus-Förderung";"Salzburger Nachrichten";Tageszeitung;"2. Abschnitt: § 6 QJF-G";"508364,56";;;"423637,14";"84727,43";;;;;;;;abgeschlossen;
"2024/1";"Salzburger Verlagshaus GmbH";"Journalismus-Förderung";"Salzburger Woche";Wochenzeitung;"2. Abschnitt: § 6 QJF-G";"150361,14";;;"150361,14";;;;;;;;;abgeschlossen;
"2024/1";"CRM Medientrend GmbH";"Journalismus-Förderung";"schau Magazin";Magazin;"2. Abschnitt: § 6 QJF-G";"35531,81";;;"35531,81";;;;;;;;;abgeschlossen;
"2024/1";"Bischöfliches Ordinariat - Diözese Graz-Seckau";"Journalismus-Förderung";"SONNTAGSBLATT für Steiermark";Wochenzeitung;"2. Abschnitt: § 6 QJF-G";"43320,62";;;"43320,62";;;;;;;;;abgeschlossen;
"2024/1";"Die Steirerin Verlags GmbH & Co KG";"Journalismus-Förderung";Steirerin;Magazin;"2. Abschnitt: § 6 QJF-G";"33677,34";;;"33677,34";;;;;;;;;abgeschlossen;
"2024/1";"Südwind Verein für Entwicklungspolitik und globale Gerechtigkeit";"Journalismus-Förderung";"Südwind-Magazin";Magazin;"2. Abschnitt: § 6 QJF-G";"18277,74";;;"16616,13";"1661,61";;;;;;;;abgeschlossen;
"2024/1";"TIPS Zeitungs GmbH & CoKG";"Journalismus-Förderung";TIPS;Wochenzeitung;"2. Abschnitt: § 6 QJF-G";"475415,39";;;"339582,42";"135832,97";;;;;;;;abgeschlossen;
"2024/1";"Schlüsselverlag J.S. Moser GmbH";"Journalismus-Förderung";"Tiroler Tageszeitung (inkl. Beilage top.tirol)";Tageszeitung;"2. Abschnitt: § 6 QJF-G";"633039,78";;;"486953,68";"146086,10";;;;;;;;abgeschlossen;
"2024/1";"Tirolerin Verlags GmbH";"Journalismus-Förderung";Tirolerin;Magazin;"2. Abschnitt: § 6 QJF-G";"42430,47";;;"42430,47";;;;;;;;;abgeschlossen;
"2024/1";"target group publishing gmbh";"Journalismus-Förderung";"top.tirol";Magazin;"2. Abschnitt: § 6 QJF-G";;;;;;;;;;;;;"Förderung abgelehnt";
"2024/1";"VGN Medien Holding GmbH";"Journalismus-Förderung";Trend;Magazin;"2. Abschnitt: § 6 QJF-G";"105215,71";;;"87679,76";"17535,95";;;;;;;;abgeschlossen;
"2024/1";"VGN Medien Holding GmbH";"Journalismus-Förderung";"TV Media";Wochenzeitung;"2. Abschnitt: § 6 QJF-G";"134946,71";;;"112455,59";"22491,12";;;;;;;;abgeschlossen;
"2024/1";"Diözese Feldkirch";"Journalismus-Förderung";"Vorarlberger KirchenBlatt";Wochenzeitung;"2. Abschnitt: § 6 QJF-G";"14835,83";;;"14835,83";;;;;;;;;abgeschlossen;
"2024/1";"Russmedia Verlag GmbH";"Journalismus-Förderung";"Vorarlberger Nachrichten";Tageszeitung;"2. Abschnitt: § 6 QJF-G";"441939,92";;;"339953,78";"101986,13";;;;;;;;abgeschlossen;
"2024/1";"Russmedia GmbH";"Journalismus-Förderung";Vorarlbergerin;Magazin;"2. Abschnitt: § 6 QJF-G";"29894,20";;;"22995,54";"6898,66";;;;;;;;abgeschlossen;
"2024/1";"vormagazin ges.m.b.h.";"Journalismus-Förderung";vormagazin;Magazin;"2. Abschnitt: § 6 QJF-G";;;;;;;;;;;;;"Förderung abgelehnt";
"2024/1";"Wald Verlags GmbH";"Journalismus-Förderung";"Wald Magazin";Magazin;"2. Abschnitt: § 6 QJF-G";"30635,99";;;"30635,99";;;;;;;;;abgeschlossen;
"2024/1";"Weekend Magazin GmbH";"Journalismus-Förderung";"Weekend Magazin OÖ";Magazin;"2. Abschnitt: § 6 QJF-G";"161933,09";;;"161933,09";;;;;;;;;abgeschlossen;
"2024/1";"Wiener Bezirksblatt GmbH";"Journalismus-Förderung";"Wiener Bezirksblatt";Magazin;"2. Abschnitt: § 6 QJF-G";"61909,92";;;"47623,02";"14286,90";;;;;;;;abgeschlossen;
"2024/1";"wienlive Zeitschriften GmbH";"Journalismus-Förderung";"Wienlive - Das Stadtmagazin";Magazin;"2. Abschnitt: § 6 QJF-G";"13693,47";;;"10533,44";"3160,03";;;;;;;;abgeschlossen;
"2024/1";"RMK Regionalmedien Kärnten GmbH";"Journalismus-Förderung";"Woche Kärnten";Wochenzeitung;"2. Abschnitt: § 6 QJF-G";"260635,87";;;"217196,56";"43439,31";;;;;;;;abgeschlossen;
"2024/1";"Wochenzeitungs GmbH Steiermark";"Journalismus-Förderung";"WOCHE Steiermark";Wochenzeitung;"2. Abschnitt: § 6 QJF-G";"304347,79";;;"253623,16";"50724,63";;;;;;;;abgeschlossen;
"2024/1";"Weizer Zeitung Gesellschaft m.b.H. & Co KG";"Journalismus-Förderung";"WOCHE Weiz/Birkfeld, Gleisdorf";Wochenzeitung;"2. Abschnitt: § 6 QJF-G";"40501,82";;;"33751,51";"6750,30";;;;;;;;abgeschlossen;
"2024/1";"WOMAN GmbH & Co KG";"Journalismus-Förderung";Woman;Magazin;"2. Abschnitt: § 6 QJF-G";"182643,91";;;"140495,31";"42148,59";;;;;;;;abgeschlossen;
"2024/1";"1000PS Internet GmbH";"Journalismus-Förderung";"www.1000PS.at";"Online-Medium";"2. Abschnitt: § 6 QJF-G";;;;;;;;;;;;;"Förderung abgelehnt";
"2024/1";"Fivemedia GmbH";"Journalismus-Förderung";"www.5min.at";"Online-Medium";"2. Abschnitt: § 6 QJF-G";"83703,76";;;"64387,50";"19316,25";;;;;;;;abgeschlossen;
"2024/1";"web eXXpress Medien Holding GmbH";"Journalismus-Förderung";"www.eXXpress.at";"Online-Medium";"2. Abschnitt: § 6 QJF-G";;;;;;;;;;;;;"Förderung abgelehnt";
"2024/1";"oe24 GmbH";"Journalismus-Förderung";"www.oe24.at";"Online-Medium";"2. Abschnitt: § 6 QJF-G";;;;;;;;;;;;;"Förderung abgelehnt";
"2024/1";"SALZBURG24 GmbH";"Journalismus-Förderung";"www.salzburg24.at";"Online-Medium";"2. Abschnitt: § 6 QJF-G";"73867,60";;;"56821,23";"17046,37";;;;;;;;abgeschlossen;
"2024/1";"VGN Medien Holding GmbH";"Journalismus-Förderung";Yachtrevue;Magazin;"2. Abschnitt: § 6 QJF-G";;;;;;;;;;;;;"Förderung abgelehnt";
"2024/1";"Mediengruppe ""Österreich"" GmbH";"Journalismus-Förderung";"Österreich (inkl. Website Oe24.at und den Beilagen Madonna, Insider, Cooking, Gesund&Fit, Reiselust)";Tageszeitung;"2. Abschnitt: § 6 QJF-G";"722501,23";;;"656819,30";"65681,93";;;;;;;;abgeschlossen;
"2024/1";"Agrar Media Verlagsges.m.b.H.";"Journalismus-Förderung";"Österreichische BauernZeitung";Wochenzeitung;"2. Abschnitt: § 6 QJF-G";"31971,21";;;"31971,21";;;;;;;;;abgeschlossen;
"2024/1";"Klub der Wirtschaftspublizisten";Presseclubs;"Klub der Wirtschaftspublizisten";;"6. Abschnitt: § 15 QJF-G";"1256,00";;;;;;;;;;;;abgeschlossen;
"2024/1";"OÖ Presseclub";Presseclubs;"OÖ Presseclub";;"6. Abschnitt: § 15 QJF-G";"2826,00";;;;;;;;;;;;abgeschlossen;
"2024/1";"Presseclub Concordia - Vereinigung österreichischer Journalisten und Schriftsteller";Presseclubs;"Presseclub Concordia";;"6. Abschnitt: § 15 QJF-G";"7850,00";;;;;;;;;;;;abgeschlossen;
"2024/1";"Steirischer Presseclub";Presseclubs;"Steirischer Presseclub";;"6. Abschnitt: § 15 QJF-G";"2355,00";;;;;;;;;;;;abgeschlossen;
"2024/1";"Verband der Auslandspresse in Wien";Presseclubs;"Verband der Auslandspresse in Wien";;"6. Abschnitt: § 15 QJF-G";"1413,00";;;;;;;;;;;;abgeschlossen;
"2024/1";"""Die Presse"" Verlags-Gesellschaft m.b.H. & Co KG";"Verteilung von Schüler-Abos";"""Die Presse"" Unabhängige Tageszeitung für Österreich";Tageszeitung;"5. Abschnitt: § 13 QJF-G";"6338,67";;;;;;;;;;;;abgeschlossen;
"2024/1";"BVZ Burgenländische Volkszeitung GmbH";"Verteilung von Schüler-Abos";BVZ;Wochenzeitung;"5. Abschnitt: § 13 QJF-G";"92,97";;;;;;;;;;;;abgeschlossen;
"2024/1";"STANDARD Verlagsgesellschaft m.b.H";"Verteilung von Schüler-Abos";"DER STANDARD";Tageszeitung;"5. Abschnitt: § 13 QJF-G";"9024,29";;;;;;;;;;;;abgeschlossen;
"2024/1";"Die Furche-Zeitschriften-Betriebsgesellschaft m.b.H & Co KG";"Verteilung von Schüler-Abos";"DIE FURCHE";Wochenzeitung;"5. Abschnitt: § 13 QJF-G";"11788,68";;;;;;;;;;;;abgeschlossen;
"2024/1";"Falter - Zeitschriften Gesellschaft m.b.H.";"Verteilung von Schüler-Abos";FALTER;Wochenzeitung;"5. Abschnitt: § 13 QJF-G";"1966,89";;;;;;;;;;;;abgeschlossen;
"2024/1";"Kroatischer Presseverein (Hrvatsko stamparsko drustvo)";"Verteilung von Schüler-Abos";"HRVATSKE NOVINE";Wochenzeitung;"5. Abschnitt: § 13 QJF-G";"267,14";;;;;;;;;;;;abgeschlossen;
"2024/1";"Kleine Zeitung GmbH & Co KG";"Verteilung von Schüler-Abos";Kinderzeitung;Wochenzeitung;"5. Abschnitt: § 13 QJF-G";"5257,12";;;;;;;;;;;;abgeschlossen;
"2024/1";"Diözese Linz";"Verteilung von Schüler-Abos";"Kirchenzeitung Diözese Linz";Wochenzeitung;"5. Abschnitt: § 13 QJF-G";"155,15";;;;;;;;;;;;abgeschlossen;
"2024/1";"Kitzbüheler Anzeiger Gesellschaft m.b.H.";"Verteilung von Schüler-Abos";"Kitzbüheler Anzeiger";Wochenzeitung;"5. Abschnitt: § 13 QJF-G";"1331,00";;;;;;;;;;;;abgeschlossen;
"2024/1";"Kleine Zeitung GmbH & Co KG";"Verteilung von Schüler-Abos";"Kleine Zeitung";Tageszeitung;"5. Abschnitt: § 13 QJF-G";"4667,90";;;;;;;;;;;;abgeschlossen;
"2024/1";"Mediaprint Zeitungs- und Zeitschriftenverlag GmbH & Co KG";"Verteilung von Schüler-Abos";"Kronen Zeitung";Tageszeitung;"5. Abschnitt: § 13 QJF-G";"5014,43";;;;;;;;;;;;abgeschlossen;
"2024/1";"Mediaprint Zeitungs- und Zeitschriftenverlag GmbH & Co KG";"Verteilung von Schüler-Abos";Kurier;Tageszeitung;"5. Abschnitt: § 13 QJF-G";"6050,70";;;;;;;;;;;;abgeschlossen;
"2024/1";"NEUE Zeitungs GmbH";"Verteilung von Schüler-Abos";"NEUE Vorarlberger Tageszeitung";Tageszeitung;"5. Abschnitt: § 13 QJF-G";"6,34";;;;;;;;;;;;abgeschlossen;
"2024/1";"VGN Medien Holding GmbH";"Verteilung von Schüler-Abos";News;Wochenzeitung;"5. Abschnitt: § 13 QJF-G";"1591,08";;;;;;;;;;;;abgeschlossen;
"2024/1";"Niederösterreichisches Pressehaus Druck- und Verlagsgesellschaft m.b.H.";"Verteilung von Schüler-Abos";NÖN;Wochenzeitung;"5. Abschnitt: § 13 QJF-G";"911,30";;;;;;;;;;;;abgeschlossen;
"2024/1";"OÖN Redaktion GmbH & Co KG";"Verteilung von Schüler-Abos";OÖNachrichten;Tageszeitung;"5. Abschnitt: § 13 QJF-G";"6683,09";;;;;;;;;;;;abgeschlossen;
"2024/1";"Profil Redaktion GmbH";"Verteilung von Schüler-Abos";Profil;Wochenzeitung;"5. Abschnitt: § 13 QJF-G";"2337,27";;;;;;;;;;;;abgeschlossen;
"2024/1";"Salzburger Nachrichten Medien GmbH & Co. KG";"Verteilung von Schüler-Abos";"Salzburger Nachrichten";Tageszeitung;"5. Abschnitt: § 13 QJF-G";"8885,73";;;;;;;;;;;;abgeschlossen;
"2024/1";"Schlüsselverlag J.S. Moser GmbH";"Verteilung von Schüler-Abos";"Tiroler Tageszeitung";Tageszeitung;"5. Abschnitt: § 13 QJF-G";"7161,94";;;;;;;;;;;;abgeschlossen;
"2024/1";"Unterkärntner Nachrichten Verlags GmbH";"Verteilung von Schüler-Abos";"UNTERKÄRNTNER NACHRICHTEN";Wochenzeitung;"5. Abschnitt: § 13 QJF-G";"112,89";;;;;;;;;;;;abgeschlossen;
"2024/1";"Russmedia Verlag GmbH";"Verteilung von Schüler-Abos";"Vorarlberger Nachrichten";Tageszeitung;"5. Abschnitt: § 13 QJF-G";"1805,70";;;;;;;;;;;;abgeschlossen;
"2024/1";"WOMAN GmbH & Co KG";"Verteilung von Schüler-Abos";Woman;Magazin;"5. Abschnitt: § 13 QJF-G";"1580,74";;;;;;;;;;;;abgeschlossen;
"2024/2";"""Die Presse"" Verlags-Gesellschaft m.b.H. & Co KG";"Ausbildung von Nachwuchsjournalistinnen und Nachwuchsjournalisten";"""Die Presse"" Unabhängige Tageszeitung für Österreich";Tageszeitung;"4. Abschnitt: § 11 QJF-G";"50000,00";;;;;;;;;;;;abgeschlossen;
"2024/2";"STANDARD Verlagsgesellschaft m.b.H";"Ausbildung von Nachwuchsjournalistinnen und Nachwuchsjournalisten";"DER STANDARD";Tageszeitung;"4. Abschnitt: § 11 QJF-G";"22750,00";;;;;;;;;;;;abgeschlossen;
"2024/2";"KRONE - Verlag Gesellschaft m.b.H. & Co. KG";"Ausbildung von Nachwuchsjournalistinnen und Nachwuchsjournalisten";"Kronen Zeitung";Tageszeitung;"4. Abschnitt: § 11 QJF-G";"50000,00";;;;;;;;;;;;abgeschlossen;
"2024/2";"KURIER Zeitungsverlag und Druckerei Gesellschaft m.b.H.";"Ausbildung von Nachwuchsjournalistinnen und Nachwuchsjournalisten";KURIER;Tageszeitung;"4. Abschnitt: § 11 QJF-G";"50000,00";;;;;;;;;;;;abgeschlossen;
"2024/2";"NEUE Zeitungs GmbH";"Ausbildung von Nachwuchsjournalistinnen und Nachwuchsjournalisten";"NEUE Vorarlberger Tageszeitung";Tageszeitung;"4. Abschnitt: § 11 QJF-G";"12183,87";;;;;;;;;;;;abgeschlossen;
"2024/2";"OÖN Redaktion GmbH & Co KG";"Ausbildung von Nachwuchsjournalistinnen und Nachwuchsjournalisten";OÖNachrichten;Tageszeitung;"4. Abschnitt: § 11 QJF-G";"50000,00";;;;;;;;;;;;abgeschlossen;
"2024/2";"Profil Redaktion GmbH";"Ausbildung von Nachwuchsjournalistinnen und Nachwuchsjournalisten";Profil;Wochenzeitung;"4. Abschnitt: § 11 QJF-G";"22834,35";;;;;;;;;;;;abgeschlossen;
"2024/2";"Russmedia Verlag GmbH";"Ausbildung von Nachwuchsjournalistinnen und Nachwuchsjournalisten";"Vorarlberger Nachrichten";Tageszeitung;"4. Abschnitt: § 11 QJF-G";"28661,35";;;;;;;;;;;;abgeschlossen;
"2024/2";"STANDARD Verlagsgesellschaft m.b.H";"Berufsbegleitende Aus-und Fortbildung";"DER STANDARD";Tageszeitung;"4. Abschnitt: § 10 QJF-G";"5650,00";;;;;;;;;;;;abgeschlossen;
"2024/2";"Russmedia Verlag GmbH";"Berufsbegleitende Aus-und Fortbildung";"Vorarlberger Nachrichten";Tageszeitung;"4. Abschnitt: § 10 QJF-G";"1060,00";;;;;;;;;;;;abgeschlossen;
"2024/2";"Verein zur Selbstkontrolle der österreichischen Presse - Österreichischer Presserat";"Förderung der Selbstkontrolle der Presse -Selbstkontrolleinrichtungen im Print- und Online-Bereich";;;"6. Abschnitt: § 14 QJF-G";"230000,00";"230000,00";",00";;;;;;;;;;abgeschlossen;
"2024/2";"Forum Journalismus und Medien Wien - Verein Wiener Medienfortbildung";"Förderung von Einrichtungen der Aus- und Fortbildung";"Forum Journalismus und Medien Wien - Verein Wiener Medienfortbildung";;"4. Abschnitt: §§ 9, 10, 11 QJF-G";"293651,82";;;;;;;;;;;;abgeschlossen;
"2024/2";"Friedrich Austerlitz-Institut für JournalistInnenausbildung";"Förderung von Einrichtungen der Aus- und Fortbildung";"Friedrich Austerlitz-Institut für JournalistInnenausbildung";;"4. Abschnitt: §§ 9, 10, 11 QJF-G";"42838,89";;;;;;;;;;;;abgeschlossen;
"2024/2";"Friedrich Funder Institut für Publizistik, Medienforschung und Journalistenausbildung - Kurzbezeichnung FFI";"Förderung von Einrichtungen der Aus- und Fortbildung";"Friedrich Funder Institut für Publizistik, Medienforschung und Journalistenausbildung - Kurzbezeichnung FFI";;"4. Abschnitt: §§ 9, 10, 11 QJF-G";"32400,02";;;;;;;;;;;;abgeschlossen;
"2024/2";"Katholische Medien Akademie (KMA)";"Förderung von Einrichtungen der Aus- und Fortbildung";"Katholische Medien Akademie (KMA)";;"4. Abschnitt: §§ 9, 10, 11 QJF-G";"56039,30";;;;;;;;;;;;abgeschlossen;
"2024/2";"OÖ. Journalismusakademie";"Förderung von Einrichtungen der Aus- und Fortbildung";"OÖ. Journalismusakademie";;"4. Abschnitt: §§ 9, 10, 11 QJF-G";"69364,56";;;;;;;;;;;;abgeschlossen;
"2024/2";"Tiroler Journalismusakademie";"Förderung von Einrichtungen der Aus- und Fortbildung";"Tiroler Journalismusakademie";;"4. Abschnitt: §§ 9, 10, 11 QJF-G";"61412,66";;;;;;;;;;;;abgeschlossen;
"2024/2";"Österreichische Gesellschaft für Publizistik und Medienforschung";"Förderung von Einrichtungen der Aus- und Fortbildung";"Österreichische Gesellschaft für Publizistik und Medienforschung";;"4. Abschnitt: §§ 9, 10, 11 QJF-G";"7944,57";;;;;;;;;;;;abgeschlossen;
"2024/2";"Österreichische Medienakademie - Ausbildungsinstitut für Journalistinnen und Journalisten";"Förderung von Einrichtungen der Aus- und Fortbildung";"Österreichische Medienakademie - Ausbildungsinstitut für Journalistinnen und Journalisten";;"4. Abschnitt: §§ 9, 10, 11 QJF-G";"336348,18";;;;;;;;;;;;abgeschlossen;
"2024/2";"""Die Presse"" Verlags-Gesellschaft m.b.H. & Co KG";"Inhaltsvielfalts-Förderung";"""Die Presse"" Unabhängige Tageszeitung für Österreich";Tageszeitung;"3. Abschnitt: §§ 7, 8 QJF-G";"64623,82";"32311,91";"32311,91";;;;;;;;;"64623,82";abgeschlossen;
"2024/2";"Badener Zeitungsverlag GmbH";"Inhaltsvielfalts-Förderung";"Badener Zeitung";Wochenzeitung;"3. Abschnitt: §§ 7, 8 QJF-G";"5195,51";"2597,76";"2597,75";;;;;;;;"5195,51";;abgeschlossen;
"2024/2";"Bezirksblätter Burgenland Verlag GmbH";"Inhaltsvielfalts-Förderung";"Bezirksblätter Burgenland";Wochenzeitung;"3. Abschnitt: §§ 7, 8 QJF-G";"18733,94";"9366,97";"9366,97";;;;;;;;"18733,93";;abgeschlossen;
"2024/2";"RegionalMedien Niederösterreich GmbH";"Inhaltsvielfalts-Förderung";"Bezirksblätter Niederösterreich";Wochenzeitung;"3. Abschnitt: §§ 7, 8 QJF-G";"50210,05";"25105,03";"25105,02";;;;;;;;"50210,05";;abgeschlossen;
"2024/2";"RegionalMedien Salzburg GmbH";"Inhaltsvielfalts-Förderung";"Bezirksblätter Salzburg";Wochenzeitung;"3. Abschnitt: §§ 7, 8 QJF-G";"24501,71";"12250,86";"12250,85";;;;;;;;"24501,71";;abgeschlossen;
"2024/2";"RegionalMedien Tirol GmbH";"Inhaltsvielfalts-Förderung";"Bezirksblätter Tirol";Wochenzeitung;"3. Abschnitt: §§ 7, 8 QJF-G";"38763,00";"19381,50";"19381,50";;;;;;;;"38763,00";;abgeschlossen;
"2024/2";"RegionalMedien Inntal GmbH";"Inhaltsvielfalts-Förderung";"Bezirksblätter Tirol (Kitzbühel, Kufstein, Schwaz)";Wochenzeitung;"3. Abschnitt: §§ 7, 8 QJF-G";"9517,57";"4758,79";"4758,78";;;;;;;;"9517,57";;abgeschlossen;
"2024/2";"RegionalMedien Oberösterreich GmbH";"Inhaltsvielfalts-Förderung";"Bezirksrundschau Oberösterreich";Wochenzeitung;"3. Abschnitt: §§ 7, 8 QJF-G";"62501,38";"31250,69";"31250,69";;;;;;;;"62501,38";;abgeschlossen;
"2024/2";"bz Wiener Bezirkszeitung GmbH";"Inhaltsvielfalts-Förderung";"BezirksZeitung Wien";Wochenzeitung;"3. Abschnitt: §§ 7, 8 QJF-G";"39244,90";"19622,45";"19622,45";;;;;;;;"39244,90";;abgeschlossen;
"2024/2";"BVZ Burgenländische Volkszeitung GmbH";"Inhaltsvielfalts-Förderung";BVZ;Wochenzeitung;"3. Abschnitt: §§ 7, 8 QJF-G";"14803,43";"7401,72";"7401,71";;;;;;;;"14803,43";;abgeschlossen;
"2024/2";"Media 21 GmbH";"Inhaltsvielfalts-Förderung";"der Grazer";Wochenzeitung;"3. Abschnitt: §§ 7, 8 QJF-G";"10631,96";"5315,98";"5315,98";;;;;;;;"10631,96";;abgeschlossen;
"2024/2";"Wiener Dom-Verlag Gesellschaft m.b.H.";"Inhaltsvielfalts-Förderung";"Der Sonntag";Wochenzeitung;"3. Abschnitt: §§ 7, 8 QJF-G";"6114,13";"3057,07";"3057,06";;;;;;;;"6114,13";;abgeschlossen;
"2024/2";"STANDARD Verlagsgesellschaft m.b.H";"Inhaltsvielfalts-Förderung";"DER STANDARD";Tageszeitung;"3. Abschnitt: §§ 7, 8 QJF-G";"81934,65";"40967,33";"40967,32";;;;;;;;;"81934,65";abgeschlossen;
"2024/2";"Falter - Zeitschriften Gesellschaft m.b.H.";"Inhaltsvielfalts-Förderung";"FALTER Die Wochenzeitung aus Wien.";Wochenzeitung;"3. Abschnitt: §§ 7, 8 QJF-G";"31293,52";"15646,76";"15646,76";;;;;;;;"31293,52";;abgeschlossen;
"2024/2";"AHVV Verlags GmbH";"Inhaltsvielfalts-Förderung";Heute;Tageszeitung;"3. Abschnitt: §§ 7, 8 QJF-G";"147080,84";"73540,42";"73540,42";;;;;;;;"98053,89";"49026,95";abgeschlossen;
"2024/2";"Kroatischer Presseverein (Hrvatsko stamparsko drustvo)";"Inhaltsvielfalts-Förderung";"Hrvatske novine";Wochenzeitung;"3. Abschnitt: §§ 7, 8 QJF-G";"3945,57";"1972,79";"1972,78";;;;;;;;"3945,57";;abgeschlossen;
"2024/2";"Kirchenblatt für die Diözese St. Pölten";"Inhaltsvielfalts-Förderung";"Kirche bunt - St. Pöltner Kirchenzeitung";Wochenzeitung;"3. Abschnitt: §§ 7, 8 QJF-G";"5963,54";"2981,77";"2981,77";;;;;;;;"5963,54";;abgeschlossen;
"2024/2";"Kleine Zeitung GmbH & Co KG";"Inhaltsvielfalts-Förderung";"Kleine Zeitung";Tageszeitung;"3. Abschnitt: §§ 7, 8 QJF-G";"171978,80";"85989,40";"85989,40";;;;;;;;"171978,80";;abgeschlossen;
"2024/2";"KRONE - Verlag Gesellschaft m.b.H. & Co. KG";"Inhaltsvielfalts-Förderung";"Kronen Zeitung";Tageszeitung;"3. Abschnitt: §§ 7, 8 QJF-G";"404108,77";"202054,39";"202054,38";;;;;;;;"269405,85";"134702,92";abgeschlossen;
"2024/2";"KURIER Zeitungsverlag und Druckerei Gesellschaft m.b.H.";"Inhaltsvielfalts-Förderung";KURIER;Tageszeitung;"3. Abschnitt: §§ 7, 8 QJF-G";"275138,79";"137569,40";"137569,39";;;;;;;;"183425,86";"91712,93";abgeschlossen;
"2024/2";"NEUE Zeitungs GmbH";"Inhaltsvielfalts-Förderung";"NEUE Vorarlberger Tageszeitung";Tageszeitung;"3. Abschnitt: §§ 7, 8 QJF-G";"24727,60";"12363,80";"12363,80";;;;;;;;"24727,60";;abgeschlossen;
"2024/2";"VGN Medien Holding GmbH";"Inhaltsvielfalts-Förderung";News;Wochenzeitung;"3. Abschnitt: §§ 7, 8 QJF-G";"12431,57";"6215,79";"6215,78";;;;;;;;;"12431,57";abgeschlossen;
"2024/2";"SloMedia - Slovenski medijski center - Slowenisches Medienzentrum GmbH";"Inhaltsvielfalts-Förderung";Novice;Volksgruppenzeitung;"3. Abschnitt: §§ 7, 8 QJF-G";"6972,52";"3486,26";"3486,26";;;;;;;;"6972,52";;abgeschlossen;
"2024/2";"Niederösterreichisches Pressehaus Druck- und Verlagsgesellschaft m.b.H.";"Inhaltsvielfalts-Förderung";NÖN;Wochenzeitung;"3. Abschnitt: §§ 7, 8 QJF-G";"88871,40";"44435,70";"44435,70";;;;;;;;"88871,40";;abgeschlossen;
"2024/2";"""Obersteirische Rundschau"" Medien GmbH";"Inhaltsvielfalts-Förderung";"Obersteirische Rundschau";Magazin;"3. Abschnitt: §§ 7, 8 QJF-G";"4743,72";"2371,86";"2371,86";;;;;;;;"4743,72";;abgeschlossen;
"2024/2";"Neu-Media GmbH";"Inhaltsvielfalts-Förderung";Oberösterreicherin;Magazin;"3. Abschnitt: §§ 7, 8 QJF-G";"6234,61";"3117,31";"3117,30";;;;;;;;"6234,61";;abgeschlossen;
"2024/2";"Osttiroler Bote Medienunternehmen GmbH";"Inhaltsvielfalts-Förderung";"Osttiroler Bote";Wochenzeitung;"3. Abschnitt: §§ 7, 8 QJF-G";"6927,34";"3463,67";"3463,67";;;;;;;;"6927,34";;abgeschlossen;
"2024/2";"OÖN Redaktion GmbH & Co KG";"Inhaltsvielfalts-Förderung";OÖNachrichten;Tageszeitung;"3. Abschnitt: §§ 7, 8 QJF-G";"90108,16";"45054,08";"45054,08";;;;;;;;"90108,16";;abgeschlossen;
"2024/2";"prima! Magazin e.U.";"Inhaltsvielfalts-Förderung";"prima! Magazin";Magazin;"3. Abschnitt: §§ 7, 8 QJF-G";"3328,14";"1664,07";"1664,07";;;;;;;;"3328,14";;abgeschlossen;
"2024/2";"Profil Redaktion GmbH";"Inhaltsvielfalts-Förderung";Profil;Wochenzeitung;"3. Abschnitt: §§ 7, 8 QJF-G";"18508,05";"9254,03";"9254,02";;;;;;;;;"18508,05";abgeschlossen;
"2024/2";"Oberländer Rundschau GmbH";"Inhaltsvielfalts-Förderung";Rundschau;Wochenzeitung;"3. Abschnitt: §§ 7, 8 QJF-G";"19321,26";"9660,63";"9660,63";;;;;;;;"19321,26";;abgeschlossen;
"2024/2";"Ordinariat der Erzdiözese Salzburg";"Inhaltsvielfalts-Förderung";Rupertusblatt;Wochenzeitung;"3. Abschnitt: §§ 7, 8 QJF-G";"5165,39";"2582,70";"2582,69";;;;;;;;"5165,39";;abgeschlossen;
